kind,truth_class,true_value,sample_size,seed,mode,evaluation_batch_id,mean,radius,decision_value,alpha,accepted,false_accept,false_reject,evaluation_episodes
direction,-1,-0.18,128,2051,hoeffding,ace07b21c2e1b1586f4a7c101cb7f039bdfa89a890ca1ea9bbeae03180f5f624,-0.16661458333333334,4.231088082359859,-4.397702665693193,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2052,empirical,9600eba00361b82805702405f46cc788686fbb513be47e19b3fe1bb851a75b93,-0.19777343750000004,4.231088082359859,-0.19777343750000004,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2052,hoeffding,9600eba00361b82805702405f46cc788686fbb513be47e19b3fe1bb851a75b93,-0.19777343750000004,4.231088082359859,-4.4288615198598595,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2053,empirical,98a620207d4215d6081bb6c3ab0592857c1923d386f52a9ca631044e4c6bfc39,-0.15688802083333336,4.231088082359859,-0.15688802083333336,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2053,hoeffding,98a620207d4215d6081bb6c3ab0592857c1923d386f52a9ca631044e4c6bfc39,-0.15688802083333336,4.231088082359859,-4.387976103193193,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2054,empirical,e4cbcc71c9968d0cadcf566f48c30bb274ad1f5e1a44186e06f5e112ef3b27b4,-0.1951041666666667,4.231088082359859,-0.1951041666666667,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2054,hoeffding,e4cbcc71c9968d0cadcf566f48c30bb274ad1f5e1a44186e06f5e112ef3b27b4,-0.1951041666666667,4.231088082359859,-4.426192249026526,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2055,empirical,5195c1d826a65882e4dd3200ff475f0a28f481b7052583c6fee90cc7fcb66462,-0.18369791666666668,4.231088082359859,-0.18369791666666668,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2055,hoeffding,5195c1d826a65882e4dd3200ff475f0a28f481b7052583c6fee90cc7fcb66462,-0.18369791666666668,4.231088082359859,-4.414785999026526,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2056,empirical,dc5c16d2f5f4fa581736dfcae97de729d1b9da1cf870443a4f5f5b901e1dbe9f,-0.14714843750000003,4.231088082359859,-0.14714843750000003,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2056,hoeffding,dc5c16d2f5f4fa581736dfcae97de729d1b9da1cf870443a4f5f5b901e1dbe9f,-0.14714843750000003,4.231088082359859,-4.378236519859859,6.485084306095979e-05,False,False,False,128
